Lp;Nazwa jednostki;Regon;Kraj;Województwo;Powiat;Gmina;Miejscowo??;Kod pocztowy;Ulica;Numer budynku;Numer lokalu;Kraj;Województwo;Powiat;Gmina;Miejscowo??;Kod pocztowy;Ulica;Numer budynku;Numer lokalu;Teren dzia?ania;Telefon kontaktowy;Adres email do korespondencji;Okres dzia?ania od;Okres dzia?ania do;Liczebno?? jednostki;Okres pozostawania w gotowo?ci w ci?gu roku od 1;Okres pozostawania w gotowo?ci w ci?gu roku do 1;Czas pozostawania w gotowo?ci w ci?gu doby (w godzinach) 1;Czas osi?gni?cia gotowo?ci (w minutach) 1;Liczebno?? jednostki 1;Rodzaj jednostki;Rodzaj ratownictwa
4184;Ochotnicza Stra? Po?arna w Trzcielu;211036291;PL;LUBUSKIE;mi?dzyrzecki;Trzciel;Trzciel;66-320;ul. Mickiewicza;3;;PL;LUBUSKIE;mi?dzyrzecki;Trzciel;Trzciel;66-320;ul. Mickiewicza;3;;LUBUSKIE/Wszystkie;957426620;kppspmiedzyrzecz@straz.gorzow.pl;;;;;;24;30/24;46;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4185;Ochotnicza Stra? Po?arna w Brójcach;211033424;PL;LUBUSKIE;mi?dzyrzecki;Trzciel;Brójce;66-304;ul. Pozna?ska;1;;PL;LUBUSKIE;mi?dzyrzecki;Trzciel;Brójce;66-304;ul. Pozna?ska;1;;LUBUSKIE/Wszystkie;957426620;kppspmiedzyrzecz@straz.gorzow.pl;;;;;;24;30/24;32;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4186;Ochotnicza Stra? Po?arna w Lutolu Suchym;211038924;PL;LUBUSKIE;mi?dzyrzecki;Trzciel;Lutol Suchy;66-304;;1;;PL;LUBUSKIE;mi?dzyrzecki;Trzciel;Lutol Suchy;66-304;;1;;LUBUSKIE/Wszystkie;957426620;kppspmiedzyrzecz@straz.gorzow.pl;;;;;;24;30/24;43;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4187;Ochotnicza Stra? Po?arna  w Przytocznej;211039881;PL;LUBUSKIE;mi?dzyrzecki;Przytoczna;Przytoczna;66-340;ul. Krzywa;5;;PL;LUBUSKIE;mi?dzyrzecki;Przytoczna;Przytoczna;66-340;ul. Krzywa;5;;LUBUSKIE/Wszystkie;957426620;kppspmiedzyrzecz@straz.gorzow.pl;;;;;;24;30/24;60;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4188;Ochotnicza Stra? Po?arna  w K?szycy Le?nej;211040938;PL;LUBUSKIE;mi?dzyrzecki;Mi?dzyrzecz;K?szyca Le?na;66-300;;56;;PL;LUBUSKIE;mi?dzyrzecki;Mi?dzyrzecz;K?szyca Le?na;66-300;;56;;LUBUSKIE/Wszystkie;957426620;kppspmiedzyrzec@straz.gorzow.pl;;;;;;24;30/24;29;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4189;Ochotnicza Stra? Po?arna  w Mi?dzyrzeczu;277130601;PL;LUBUSKIE;mi?dzyrzecki;Mi?dzyrzecz;Mi?dzyrzecz;66-30_;ul. Pozna?ska;109;;PL;LUBUSKIE;mi?dzyrzecki;Mi?dzyrzecz;Mi?dzyrzecz;66-300;ul. Pozna?ska;109;;LUBUSKIE/Wszystkie;957426620;kppspmiedzyrzecz@straz.gorzow.pl;;;;;;24;30/24;38;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4190;Ochotnicza Stra? Po?arna  w Bledzewie;211037391;PL;LUBUSKIE;mi?dzyrzecki;Bledzew;Bledzew;66-350;ul. Nowa;3;;PL;LUBUSKIE;mi?dzyrzecki;Bledzew;Bledzew;66-350;ul. Nowa;3;;LUBUSKIE/Wszystkie;957426620;kppspmiedzyrzecz@straz.gorzow.pl;;;;;;24;30/24;42;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4191;Ochotnicza Stra? Po?arna  w Templewie;211038700;PL;LUBUSKIE;mi?dzyrzecki;Bledzew;Templewo;66-307;;1;;PL;LUBUSKIE;mi?dzyrzecki;Bledzew;Templewo;66-307;;1;;LUBUSKIE/Wszystkie;957426620;kppspmiedzyrzecz@straz.gorzow.pl;;;;;;24;30/24;21;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4192;Ochotnicza Stra? Po?arna  w Pszczewie;211038083;PL;LUBUSKIE;mi?dzyrzecki;Pszczew;Pszczew;66-330;ul. Stra?acka;1;;PL;LUBUSKIE;mi?dzyrzecki;Pszczew;Pszczew;66-330;ul. Stra?acka;1;;LUBUSKIE/Wszystkie;957426620;kppspmiedztrzecz@straz.gorzow.pl;;;;;;24;30/24;51;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4193;Ochotnicza Stra? Po?arna  w Skwierzynie;211035469;PL;LUBUSKIE;mi?dzyrzecki;Skwierzyna;Skwierzyna;66-440;ul. Drzyma?y;1;;PL;LUBUSKIE;mi?dzyrzecki;Skwierzyna;Skwierzyna;66-440;ul. Drzyma?y;1;;LUBUSKIE/Wszystkie;957426620;kppspmiedzyrzecz@straz.gorzow.pl;;;;;;24;30/24;65;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4194;Ochotnicza Stra? Po?arna ?winiary;211226956;PL;LUBUSKIE;mi?dzyrzecki;Skwierzyna;?winiary;66-441;;49;;PL;LUBUSKIE;mi?dzyrzecki;Skwierzyna;?winiary;66-441;;49;;LUBUSKIE/Wszystkie;957426620;kppspmiedzyrzecz@straz.gorzow.pl;;;;;;24;30/24;44;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4195;Ochotnicza Stra? Po?arna w Bytomiu Odrza?skim;971317104;PL;LUBUSKIE;nowosolski;Bytom Odrza?ski;Bytom Odrza?ski;67-115;ul. Ko?uchowska;19;;PL;LUBUSKIE;nowosolski;Bytom Odrza?ski;Bytom Odrza?ski;67-115;ul. Ko?uchowska;19;;LUBUSKIE/Wszystkie;6835559290;sekretariat@strazns.webd.pl;;;;;;24;30/24;85;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4196;Ochotnicza Stra? Po?arna w Kolsku;971319994;PL;LUBUSKIE;nowosolski;Kolsko;Kolsko;66-135;ul. Parkowa;1;;PL;LUBUSKIE;nowosolski;Kolsko;Kolsko;66-135;ul. Parkowa;1;;LUBUSKIE/Wszystkie;6835559290;sekretariat@strazns.webd.pl;;;;;;24;30/24;89;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4197;Ochotnicza Stra? Po?arna w Ko?uchowie;978014039;PL;LUBUSKIE;nowosolski;Ko?uchów;Ko?uchów;67-120;ul. G?ogowska;3;;PL;LUBUSKIE;nowosolski;Ko?uchów;Ko?uchów;67-120;ul. G?ogowska;3;;LUBUSKIE/Wszystkie;683559290;ospkozuchow@strazns.webd.pl;;;;;;24;30/24;95;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4198;Ochotnicza Stra? Po?arna  w Nowym Miasteczku;971252020;PL;LUBUSKIE;nowosolski;Nowe Miasteczko;Nowe Miasteczko;67-124;ul. G?ogowska;13;;PL;LUBUSKIE;nowosolski;Nowe Miasteczko;Nowe Miasteczko;67-124;ul. G?ogowska;13;;LUBUSKIE/Wszystkie;683559290;ospnowemiasteczko@strazns.webd.pl;;;;;;24;30/24;67;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4199;Ochotnicza Stra? Po?arna w Otyniu;971296069;PL;LUBUSKIE;nowosolski;Oty?;Oty?;67-106;ul. Ko?ciuszki;25;a;PL;LUBUSKIE;nowosolski;Oty?;Oty?;67-106;ul. Ko?ciuszki;25;a;LUBUSKIE/Wszystkie;683559290;sekretariat@strazns.webd.pl;;;;;;24;30/24;67;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4200;Ochotnicza Stra? Po?arna  w Przyborowie;851797991;PL;LUBUSKIE;nowosolski;Nowa Sól;Przyborów;67-100;ul. Stra?acka;6;;PL;LUBUSKIE;nowosolski;Nowa Sól;Przyborów;67-100;ul. Stra?acka;6;;LUBUSKIE/Wszystkie;683559290;ospprzyborow@strazns.webd.pl;;;;;;24;30/24;30;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4201;Ochotnicza Stra? Po?arna  w Siedlisku;691787884;PL;LUBUSKIE;nowosolski;Siedlisko;Siedlisko;67-112;pl. Plac ?w. Floriana;14;;PL;LUBUSKIE;nowosolski;Siedlisko;Siedlisko;67-112;pl. Plac ?w. Floriana;14;;LUBUSKIE/Wszystkie;683883506;ospsiedlisko@strazns.webd.pl;;;;;;24;30/24;49;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4202;Ochotnicza Stra? Po?arna w Lubi?cinie;977898527;PL;LUBUSKIE;nowosolski;Nowa Sól;Lubi?cin;67-108;;86;;PL;LUBUSKIE;nowosolski;Nowa Sól;Lubi?cin;67-108;;86;;LUBUSKIE/Wszystkie; 68 355 92 90;osplubiencin@strazns.webd.pl;;;;;;24;30/24;42;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4203;Ochotnicza Stra? Po?arna  w Mirocinie Górnym;978113362;PL;LUBUSKIE;nowosolski;Ko?uchów;Mirocin Górny;67-120;;34;;PL;LUBUSKIE;nowosolski;Ko?uchów;Mirocin Górny;67-120;;34;;LUBUSKIE/Wszystkie;683883506;ospmirocingorny@strazns.webd.pl;;;;;;24;30/24;42;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4204;KP PSP Nowa Sól JRG PSP Nowa Sól;971185507;PL;LUBUSKIE;nowosolski;Nowa Sól;Nowa Sól;67-100;ul. marsz. Józefa Pi?sudskiego;65A;;PL;LUBUSKIE;nowosolski;Nowa Sól;Nowa Sól;67-100;ul. marsz. Józefa Pi?sudskiego;65A;;Wszystkie;683559290;sekretariat@strazns.webd.pl;;;;;;24;30/24;59;Pa?stwowa Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo chemiczne , Ratownictwo ekologiczne , Ratownictwo medyczne 
4205;Ochotnicza Stra? Po?arna  Konotop;971320023;PL;LUBUSKIE;nowosolski;Kolsko;Konotop;67-416;ul. S?awska;33;a;PL;LUBUSKIE;nowosolski;Kolsko;Konotop;67-416;ul. S?awska;33;a;LUBUSKIE/Wszystkie;683559290;ospkonotop@strazns.webd.pl;;;;;;24;30/24;47;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4206;Ochotnicza Stra? Po?arna  w Cybince;211242435;PL;LUBUSKIE;s?ubicki;Cybinka;Cybinka;69-108;ul. Kro?nie?ska;11;b;PL;LUBUSKIE;s?ubicki;Cybinka;Cybinka;69-108;ul. Kro?nie?ska;11;b;LUBUSKIE/Wszystkie;683911398;kppspslubice@straz.gorzow.pl;;;;;;24;30/24;48;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4207;Ochotnicza Stra? Po?arna  w Rzepinie;211237552;PL;LUBUSKIE;s?ubicki;Rzepin;Rzepinek;69-110;;4;;PL;LUBUSKIE;s?ubicki;Rzepin;Rzepinek;69-110;;4;;LUBUSKIE/Wszystkie;957596373;kppspslubice@straz.gorzow.pl;;;;;;24;30/24;38;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4208;KP PSP S?ubice  JRG PSP S?ubice;210971066;PL;LUBUSKIE;s?ubicki;S?ubice;S?ubice;69-100;ul. Konstytucji 3 Maja;79;;PL;LUBUSKIE;s?ubicki;S?ubice;S?ubice;69-100;ul. Konstytucji 3 Maja;79;;Wszystkie;957507631;kppspslubice@straz.gorzow.pl;;;;;;24;30/24;47;Pa?stwowa Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo chemiczne , Ratownictwo ekologiczne , Ratownictwo medyczne 
4209;Ochotnicza Stra? Po?arna  w Kowalowie;80134391;PL;LUBUSKIE;s?ubicki;Rzepin;Kowalów;69-110;ul. S?ubicka;16;;PL;LUBUSKIE;s?ubicki;Rzepin;Kowalów;69-110;ul. S?ubicka;16;;LUBUSKIE/Wszystkie;957507631;kppspslubice@straz.gorzow.pl;;;;;;24;30/24;34;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4210;Ochotnicza Stra? Po?arna w O?nie Lubuskim;80088290;PL;LUBUSKIE;s?ubicki;O?no Lubuskie;O?no Lubuskie;69-220;ul. Stra?nicza;8;;PL;LUBUSKIE;s?ubicki;O?no Lubuskie;O?no Lubuskie;69-220;ul. Stra?nicza;8;;LUBUSKIE/Wszystkie;957 507 631;kppspslubice@straz.gorzow.pl;;;;;;24;30/24;42;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4211;Ochotnicza Stra? Po?arna w Górzycy;211210079;PL;LUBUSKIE;s?ubicki;Górzyca;Górzyca;69-113;ul. 1 Maja;1A;;PL;LUBUSKIE;s?ubicki;Górzyca;Górzyca;69-113;ul. 1 Maja;1A;;LUBUSKIE/Wszystkie;957 507 631;kppspslubice@straz.gorzow.pl;;;;;;24;30/24;39;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4212;Ochotnicza Stra? Po?arna S?ubice;211269894;PL;LUBUSKIE;s?ubicki;S?ubice;S?ubice;69-100;ul. S?owackiego;7;;PL;LUBUSKIE;s?ubicki;S?ubice;S?ubice;69-100;ul. S?owackiego;7;;LUBUSKIE/Wszystkie;957 507 631;kppspslubice@straz.gorzow.pl;;;;;;24;30/24;47;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4213;Ochotnicza Stra? Po?arna w Drezdenku;211055220;PL;LUBUSKIE;strzelecko-drezdenecki;Drezdenko;Drezdenko;66-530;ul. Nowogrodzka;3;;PL;LUBUSKIE;strzelecko-drezdenecki;Drezdenko;Drezdenko;66-530;ul. Nowogrodzka;3;;LUBUSKIE/Wszystkie;957 620 428;kppspstrzelcekraj@straz.gorzow.pl;;;;;;24;30/24;117;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4214;Ochotnicza Stra? Po?arna  w Zwierzynie;812380652;PL;LUBUSKIE;strzelecko-drezdenecki;Zwierzyn;Zwierzyn;66-520;ul. Strzelecka;1;;PL;LUBUSKIE;strzelecko-drezdenecki;Zwierzyn;Zwierzyn;66-520;ul. Strzelecka;1;;LUBUSKIE/Wszystkie;957639650;kppspstrzelce@straz.gorzow.pl;;;;;;24;30/24;28;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4215;Ochotnicza Stra? Po?arna w Mierz?cinie;211016242;PL;LUBUSKIE;strzelecko-drezdenecki;Dobiegniew;Mierz?cin;66-520;;16;;PL;LUBUSKIE;strzelecko-drezdenecki;Dobiegniew;Mierz?cin;66-520;;16;;LUBUSKIE/Wszystkie;957639650;kppspstrzelce@straz.gorzow.pl;;;;;;24;30/24;28;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4216;Ochotnicza Stra? Po?arna w P?awinie;211040401;PL;LUBUSKIE;strzelecko-drezdenecki;Stare Kurowo;P?awin;66-540;;10;;PL;LUBUSKIE;strzelecko-drezdenecki;Stare Kurowo;P?awin;66-540;;10;;LUBUSKIE/Wszystkie;957 639 650;kppspstrzelcekraj@straz.gorzow.pl;;;;;;24;30/24;76;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4217;Ochotnicza Stra? Po?arna  w Starym Kurowie;211040418;PL;LUBUSKIE;strzelecko-drezdenecki;Stare Kurowo;Stare Kurowo;66-540;ul. Ko?ciuszki;77;2;PL;LUBUSKIE;strzelecko-drezdenecki;Stare Kurowo;Stare Kurowo;66-540;ul. Ko?ciuszki;77;2;LUBUSKIE/Wszystkie;957639650;kppspstrzelce@straz.gorzow.pl;;;;;;24;30/24;55;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4218;Ochotnicza Stra? Po?arna Bronowice;211014119;PL;LUBUSKIE;?arski;Trzebiel;Bronowice;66-500;;39;;PL;LUBUSKIE;?arski;Trzebiel;Bronowice;66-500;;39;;LUBUSKIE/Wszystkie;957639650;kppspstrzelce@straz.gorzow.pl;;;;;;24;30/24;66;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4219;Ochotnicza Stra? Po?arna  w R?pinie;80390562;PL;LUBUSKIE;strzelecko-drezdenecki;Drezdenko;R?pin;66-530;;53;;PL;LUBUSKIE;strzelecko-drezdenecki;Drezdenko;R?pin;66-530;;53;;LUBUSKIE/Wszystkie;957639650;kppspstrzelce@straz.gorzow.pl;;;;;;24;30/24;47;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4220;Ochotnicza Stra? Po?arna  Trzebicz;80306580;PL;LUBUSKIE;strzelecko-drezdenecki;Drezdenko;Trzebicz;66-530;;12;a;PL;LUBUSKIE;strzelecko-drezdenecki;Drezdenko;Trzebicz;66-530;;12;a;LUBUSKIE/Wszystkie;957639650;kppspstrzelce@straz.gorzow.pl;;;;;;24;30/24;85;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4221;KP PSP Strzelce Kraj. JRG PSP Strzelce Kraj.;210466925;PL;LUBUSKIE;strzelecko-drezdenecki;Strzelce Kraje?skie;Strzelce Kraje?skie;66-500;ul. Wyzwolenia;7;;PL;LUBUSKIE;strzelecko-drezdenecki;Strzelce Kraje?skie;Strzelce Kraje?skie;66-500;ul. Wyzwolenia;7;;LUBUSKIE/Wszystkie;957 639 650;kppspstrzelce@straz.gorzow.pl;;;;;;24;30/24;48;Pa?stwowa Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo chemiczne , Ratownictwo ekologiczne , Ratownictwo medyczne 
4222;Ochotnicza Stra? Po?arna  w Dobiegniewie;211016236;PL;LUBUSKIE;strzelecko-drezdenecki;Dobiegniew;Dobiegniew;66-520;ul. Staszica;9;;PL;LUBUSKIE;strzelecko-drezdenecki;Dobiegniew;Dobiegniew;66-520;ul. Staszica;9;;LUBUSKIE/Wszystkie;957 639 650;kppspstrzelce@straz.gorzow.pl;;;;;;24;30/24;47;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4223;Ochotnicza Stra? Po?arna z KSRG w S?o?sku;211247527;PL;LUBUSKIE;sul?ci?ski;S?o?sk;S?o?sk;66-436;ul. Parkowa;2;;PL;LUBUSKIE;sul?ci?ski;S?o?sk;S?o?sk;66-436;ul. Parkowa;2;;LUBUSKIE/Wszystkie;500081109;kppspsulecin@straz.gorzow.pl;;;;;;24;30/24;20;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4224;KP PSP Sul?cin  JRG PSP Sul?cin;210467050;PL;LUBUSKIE;sul?ci?ski;Sul?cin;Sul?cin;69-200;ul. Emilii Plater;8;;PL;LUBUSKIE;sul?ci?ski;Sul?cin;Sul?cin;69-200;ul. Emilii Plater;8;;Wszystkie;957 550 050;kppspsulecin@straz.gorzow.pl;;;;;;24;30/24;48;Pa?stwowa Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo chemiczne , Ratownictwo ekologiczne , Ratownictwo medyczne 
4225;Ochotnicza Stra? Po?arna w Torzymiu;211045769;PL;LUBUSKIE;sul?ci?ski;Torzym;Torzym;66-235;;11;;PL;LUBUSKIE;sul?ci?ski;Torzym;Torzym;66-235;;11;;LUBUSKIE/Wszystkie;510273442;kppspsulecin@straz.gorzow.pl;;;;;;24;30/24;31;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4226;Ochotnicza Stra? Po?arna  w Trzebowie ;977909202;PL;LUBUSKIE;sul?ci?ski;Sul?cin;Trzebów;69-200;;61;a;PL;LUBUSKIE;sul?ci?ski;Sul?cin;Trzebów;69-200;;61;a;LUBUSKIE/Wszystkie;697841734;kppspsulecin@straz.gorzow.pl;;;;;;24;30/24;27;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4227;Ochotnicza Stra? Po?arna w Lubniewicach ;80121885;PL;LUBUSKIE;sul?ci?ski;Lubniewice;Lubniewice;66-210;ul. Harcerska;23;;PL;LUBUSKIE;sul?ci?ski;Lubniewice;Lubniewice;66-210;ul. Harcerska;23;;LUBUSKIE/Wszystkie;607122914;kppspsulecin@straz.gorzow.pl;;;;;;24;30/24;27;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4228;Ochotnicza Stra? Po?arna  w Szcza?cu;978075420;PL;LUBUSKIE;?wiebodzi?ski;Szczaniec;Szczaniec;66-225;ul. ?w. Floriana;1;;PL;LUBUSKIE;?wiebodzi?ski;Szczaniec;Szczaniec;66-225;ul. ?w. Floriana;1;;LUBUSKIE/Wszystkie;683822408;kppspswiebodzin@straz.gorzow.pl;;;;;;24;30/24;30;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4229;Ochotnicza Stra? Po?arna  w O?oboku;251431547;PL;LUBUSKIE;?wiebodzi?ski;Sk?pe;O?obok;66-213;;4;b;PL;LUBUSKIE;?wiebodzi?ski;Sk?pe;O?obok;66-213;;4;b;LUBUSKIE/Wszystkie;683822408;kppspswiebodzin@straz.gorzow.pl;;;;;;24;30/24;38;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4230;Ochotnicza Stra? Po?arna  w Niekarzynie;80144099;PL;LUBUSKIE;?wiebodzi?ski;Sk?pe;Niekarzyn;66-213;;5;;PL;LUBUSKIE;?wiebodzi?ski;Sk?pe;Niekarzyn;66-213;;5;;LUBUSKIE/Wszystkie;683822408;kppspswiebodzin@straz.gorzow.pl;;;;;;24;30/24;32;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4231;Ochotnicza Stra? Po?arna  w Jemio?owie;971281429;PL;LUBUSKIE;?wiebodzi?ski;?agów;Jemio?ów;66-220;;58;;PL;LUBUSKIE;?wiebodzi?ski;?agów;Jemio?ów;66-220;;58;;LUBUSKIE/?wiebodzi?ski/?agów (gmina wiejska);684 707 390;ospjemiolow@wp.pl;;;;;;24;30/24;30;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4232;Ochotnicza Stra? Po?arna  w D?brówce Wielkopolskiej;80203809;PL;LUBUSKIE;?wiebodzi?ski;Zb?szynek;D?brówka Wielkopolska;66-210;ul. G?ówna;75;;PL;LUBUSKIE;?wiebodzi?ski;Zb?szynek;D?brówka Wielkopolska;66-210;ul. G?ówna;75;;LUBUSKIE/Wszystkie;683822408;kppspswiebodzin@straz.gorzow.pl;;;;;;24;30/24;46;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4233;Ochotnicza Stra? Po?arna  w Toporowie;731591601;PL;LUBUSKIE;?wiebodzi?ski;?agów;Toporów;66-220;;1;a;PL;LUBUSKIE;?wiebodzi?ski;?agów;Toporów;66-220;;1;a;LUBUSKIE/Wszystkie;683822408;kppspswiebodzin@straz.gorzow.pl;;;;;;24;30/24;28;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4234;KP PSP ?wiebodzin JRG PSP ?wiebodzin;971183804;PL;LUBUSKIE;?wiebodzi?ski;?wiebodzin;?wiebodzin;66-200;ul. Cegielniana;13;;PL;LUBUSKIE;?wiebodzi?ski;?wiebodzin;?wiebodzin;66-200;ul. Cegielniana;13;;Wszystkie;683 822 408;sekretariat@straz.swiebodzin.pl;;;;;;24;30/24;57;Pa?stwowa Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo chemiczne , Ratownictwo ekologiczne , Ratownictwo medyczne 
4235;Ochotnicza Stra? Po?arna  w Rusinowie;978042403;PL;LUBUSKIE;?wiebodzi?ski;?wiebodzin;Rusinów;66-200;;41a;;PL;LUBUSKIE;?wiebodzi?ski;?wiebodzin;Rusinów;66-200;;41a;;LUBUSKIE/Wszystkie;683 822 408;sekretariat@straz.swiebodzin.pl;;;;;;24;30/24;20;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4236;Ochotnicza Stra? Po?arna w Zb?szynku;81027697;PL;LUBUSKIE;?wiebodzi?ski;Zb?szynek;Zb?szynek;66-210;ul. Bydgoska;17B;;PL;LUBUSKIE;?wiebodzi?ski;Zb?szynek;Zb?szynek;66-210;ul. Bydgoska;17B;;LUBUSKIE/Wszystkie;683 822 408;sekretariat@straz.swiebodzin.pl;;;;;;24;30/24;31;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4237;KP PSP Wschowa JRG PSP Wschowa;977947527;PL;LUBUSKIE;wschowski;Wschowa;Wschowa;67-400;ul. Kazimierza Wielkiego;6;;PL;LUBUSKIE;wschowski;Wschowa;Wschowa;67-400;ul. Kazimierza Wielkiego;6;;Wszystkie;655 402 494;sekretariat@straz.wschowa.pl;;;;;;24;30/24;47;Pa?stwowa Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo chemiczne , Ratownictwo ekologiczne , Ratownictwo medyczne 
4238;Ochotnicza Stra? Po?arna we Wschowie;971277570;PL;LUBUSKIE;wschowski;Wschowa;Wschowa;67-400;ul. Kazimierza Wielkiego;6;;PL;LUBUSKIE;wschowski;Wschowa;Wschowa;67-400;ul. Kazimierza Wielkiego;6;;LUBUSKIE/Wszystkie;655 402 253;psk@straz.wschowa.pl;;;;;;24;30/24;28;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
4239;Ochotnicza Stra? Po?arna w S?awie;971287188;PL;LUBUSKIE;wschowski;S?awa;S?awa;67-410;ul. Odrodzonego Wojska Polskiego;10;;PL;LUBUSKIE;wschowski;S?awa;S?awa;67-410;ul. Odrodzonego Wojska Polskiego;10;;LUBUSKIE/Wszystkie;655 402 494;psk@straz.wschowa.pl;;;;;;24;30/24;62;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
